ID ,Text,Sentiment_text,Sentiment_label
624,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
625,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
626,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
627,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
628,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
629,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
630,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
631,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
632,ផលិតផលមិនទាន់គុណភាព,Negative,0
633,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
634,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
635,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
636,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
637,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
638,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
639,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
640,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
641,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
642,ផលិតផលមិនទាន់គុណភាព,Positive,1
643,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
644,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
645,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
646,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
647,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
648,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
649,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
650,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
651,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
652,ផលិតផលមិនទាន់គុណភាព,Negative,0
653,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
654,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
655,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
656,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
657,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
658,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
659,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
660,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
661,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
662,ផលិតផលមិនទាន់គុណភាព,Positive,1
663,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
664,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
665,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
666,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
667,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
668,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
669,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
670,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
671,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
672,ផលិតផលមិនទាន់គុណភាព,Positive,1
673,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
674,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
675,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
676,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
677,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
678,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
679,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
680,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
681,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
682,ផលិតផលមិនទាន់គុណភាព,Negative,0
683,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
684,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
685,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
686,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
687,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
688,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
689,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
690,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
691,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
692,ផលិតផលមិនទាន់គុណភាព,Positive,1
693,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
694,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
695,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
696,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
697,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
698,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
699,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
700,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
701,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
702,ផលិតផលមិនទាន់គុណភាព,Negative,0
703,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
704,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
705,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
706,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
707,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
708,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
709,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
710,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
711,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
712,ផលិតផលមិនទាន់គុណភាព,Positive,1
713,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
714,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
715,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
716,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
717,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
718,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
719,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
720,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
721,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
722,ផលិតផលមិនទាន់គុណភាព,Negative,0
723,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
724,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
725,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
726,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
727,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
728,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
729,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
730,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
731,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
732,ផលិតផលមិនទាន់គុណភាព,Positive,1
733,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
734,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
735,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
736,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
737,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
738,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
739,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
740,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
741,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
742,ផលិតផលមិនទាន់គុណភាព,Negative,0
743,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
744,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
745,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
746,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
747,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
748,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
749,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
750,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
751,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
752,ផលិតផលមិនទាន់គុណភាព,Positive,1
753,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
754,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
755,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
756,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
757,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
758,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
759,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
760,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
761,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
762,ផលិតផលមិនទាន់គុណភាព,Positive,1
763,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
764,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
765,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
766,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
767,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
768,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
769,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
770,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
771,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
772,ផលិតផលមិនទាន់គុណភាព,Negative,0
773,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
774,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
775,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
776,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
777,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
778,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
779,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
780,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
781,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
782,ផលិតផលមិនទាន់គុណភាព,Positive,1
783,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
784,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
785,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
786,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
787,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
788,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
789,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
790,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
791,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
792,ផលិតផលមិនទាន់គុណភាព,Negative,0
793,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
794,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
795,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
796,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
797,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
798,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
799,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
800,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
801,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
802,ផលិតផលមិនទាន់គុណភាព,Positive,1
803,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
804,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
805,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
806,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
807,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
808,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
809,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
810,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
811,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
812,ផលិតផលមិនទាន់គុណភាព,Negative,0
813,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
814,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
815,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
816,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
817,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
818,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
819,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
820,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
821,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
822,ផលិតផលមិនទាន់គុណភាព,Positive,1
823,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
824,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
825,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
826,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
827,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
828,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
829,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
830,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
831,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
832,ផលិតផលមិនទាន់គុណភាព,Negative,0
833,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
834,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
835,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
836,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
837,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
838,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
839,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
840,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
841,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
842,ផលិតផលមិនទាន់គុណភាព,Positive,1
843,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
844,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
845,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
846,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
847,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
848,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
849,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
850,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
851,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
852,ផលិតផលមិនទាន់គុណភាព,Positive,1
853,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
854,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
855,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
856,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
857,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
858,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
859,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
860,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
861,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
862,ផលិតផលមិនទាន់គុណភាព,Negative,0
863,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
864,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
865,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
866,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
867,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
868,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
869,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
870,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
871,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
872,ផលិតផលមិនទាន់គុណភាព,Positive,1
873,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
874,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
875,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
876,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
877,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0
878,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
879,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1
880,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0
881,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1
882,ផលិតផលមិនទាន់គុណភាព,Negative,0
883,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1
884,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0
885,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1
886,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0
887,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
888,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1
889,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0
890,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1
891,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0
892,ផលិតផលមិនទាន់គុណភាព,Positive,1
893,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0
894,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1
895,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0
896,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1
897,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1
898,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0
899,នំប៉័ងនេះមានរសជាតិឆ្ងាញ់ណាស់ ស្រស់ៗ និងមានក្លិនឈ្ងុយ,Positive,1
900,ខ្សែភាពយន្តថ្មីនេះធ្វើបានល្អណាស់ តួសម្ដែងពូកែៗ រឿងរ៉ាវគួរឱ្យចាប់អារម្មណ៍,Positive,1
901,ទូរស័ព្ទថ្មីនេះប្រើប្រាស់ងាយស្រួល ថ្មល្អ កាមេរ៉ាច្បាស់,Positive,1
902,បុគ្គលិកមានការរួសរាយរាក់ទាក់ល្អ,Positive,1
903,សេវាកម្មដឹកជញ្ជូនលឿន,Positive,1
904,កុនដែលទើបចេញថ្មីគួរឱ្យចាប់អារម្មណ៍ តួឯកសម្តែងពូកែ,Positive,1
905,កាមេរ៉ាថ្មីនេះថតរូបស្អាត,Positive,1
906,សេវាកម្មជួសជុលល្អណាស់ ជាងមានជំនាញ,Positive,1
907,ទូរទស្សន៍នេះមានគុណភាពល្អ រូបភាពច្បាស់,Positive,1
908,សណ្ឋាគារនេះមានសេវាកម្មល្អណាស់,Positive,1
909,កម្មវិធីសិល្បៈនេះគួរឱ្យចាប់អារម្មណ៍,Positive,1
910,គុណភាពសម្លៀកបំពាក់ល្អណាស់ តម្លៃសមរម្យ,Positive,1
911,ការសម្តែងរបស់តារាចម្រៀងនេះអស្ចារ្យណាស់,Positive,1
912,តន្ត្រីកម្សាន្តនៅក្លឹបនេះពិរោះណាស់,Positive,1
913,កុំព្យូទ័រនេះដំណើរការល្អ,Positive,1
914,កម្មវិធីរាំនេះរីករាយណាស់,Positive,1
915,កង់ថ្មីនេះប្រើការបានល្អណាស់,Positive,1
916,ការសម្តែងរបាំប្រពៃណីនេះល្អណាស់,Positive,1
917,កម្មវិធីសម្តែងសៀកនេះអស្ចារ្យណាស់,Positive,1
918,ទូរស័ព្ទនេះថតរូបស្អាត,Positive,1
919,កម្មវិធីទូរទស្សន៍នេះមានការច្នៃប្រឌិតខ្ពស់,Positive,1
920,សេវាកម្មនៅហាងនេះគួរឱ្យខកចិត្តណាស់,Negative,0
921,តម្លៃទំនិញថ្លៃពេក,Negative,0
922,កម្មវិធីតន្ត្រីមិនសូវពិរោះ,Negative,0
923,អាហារដ្ឋាននេះមិនសូវមានរូបរាងល្អ,Negative,0
924,ទូរស័ព្ទនេះប្រើការមិនបានល្អ,Negative,0
925,អាជីវកម្មម៉ាស្សា,Negative,0
926,មុខងារទូរស័ព្ទមិនសូវច្បាស់,Negative,0
927,កម្មវិធីចម្រៀងមិនសូវមានអ្វីថ្មី,Negative,0
928,ម៉ាស៊ីនត្រជាក់នេះមិនត្រជាក់សព្វ,Negative,0
929,សេវាកម្មដឹកជញ្ជូនយឺត,Negative,0
930,កម្មវិធីសម្តែងល្ខោនមិនគួរឱ្យចាប់អារម្មណ៍,Negative,0
931,ការសម្តែងរបស់តារានេះមិនសូវមានអ្វីពិសេស,Negative,0
932,កុំព្យូទ័រនេះមិនអាចប្រើការមានលទ្ធភាពល្អ,Negative,0
933,កម្មវិធីសម្តែងល្ខោនបង្កប់ដោយបញ្ហា,Negative,0
934,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1
935,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0
936,បរិយាកាសនៅហាងនេះមិនល្អ។,Negative,0
937,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
938,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1
939,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1
940,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1
941,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0
942,ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative,0
943,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1
944,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0
945,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1
946,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1
947,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1
948,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0
949,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1
950,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1
951,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
952,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0
953,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1
954,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1
955,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1
956,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1
957,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1
958,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1
959,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0
960,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0
961,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1
