ID ,Text,Sentiment_text,Sentiment_label,seg_text_lstm,seg_text_crf
507,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
508,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
509,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
510,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
511,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
512,ផលិតផលមិនទាន់គុណភាព,Positive,1.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
513,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
514,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
515,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
516,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
517,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
518,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
519,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
520,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
521,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
522,ផលិតផលមិនទាន់គុណភាព,Negative,0.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
523,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
524,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
525,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
526,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
527,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
528,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
529,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
530,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
531,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
532,ផលិតផលមិនទាន់គុណភាព,Positive,1.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
533,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
534,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
535,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
536,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
537,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
538,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
539,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
540,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
541,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
542,ផលិតផលមិនទាន់គុណភាព,Negative,0.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
543,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
544,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
545,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
546,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
547,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
548,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
549,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
550,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
551,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
552,ផលិតផលមិនទាន់គុណភាព,Positive,1.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
553,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
554,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
555,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
556,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
557,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
558,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
559,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
560,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
561,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
562,ផលិតផលមិនទាន់គុណភាព,Negative,0.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
563,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
564,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
565,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
566,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
567,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
568,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
569,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
570,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
571,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
572,ផលិតផលមិនទាន់គុណភាព,Positive,1.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
573,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
574,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
575,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
576,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
577,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
578,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
579,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
580,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
581,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
582,ផលិតផលមិនទាន់គុណភាព,Positive,1.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
583,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
584,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
585,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
586,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
587,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
588,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
589,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
590,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
591,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
592,ផលិតផលមិនទាន់គុណភាព,Negative,0.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
593,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
594,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
595,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
596,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
597,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
598,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
599,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
600,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
601,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
602,ផលិតផលមិនទាន់គុណភាព,Positive,1.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
603,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
604,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
605,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
606,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
607,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
608,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
609,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
610,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
611,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
612,ផលិតផលមិនទាន់គុណភាព,Negative,0.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
613,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
614,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
615,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
616,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
617,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
618,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
619,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
620,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
621,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
622,ផលិតផលមិនទាន់គុណភាព,Positive,1.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
623,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
624,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
625,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
626,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
